domain,specification,repeat,fold,n_train,n_test,train_prompts,test_prompts,r2,rmse,mae
mental_health,H+F,0,2,528,132,176,44,0.6570999172415457,0.289217631498955,0.21710440965909011
mental_health,H+F,0,3,528,132,176,44,0.7086568453410328,0.27080016752331343,0.20735822386558797
mental_health,H+F,0,4,528,132,176,44,0.6772932515650607,0.2747398184190436,0.2243497897959178
mental_health,H+F,1,0,528,132,176,44,0.6752636513893356,0.2943169241688201,0.23319708713140802
mental_health,H+F,1,1,528,132,176,44,0.6210071153085632,0.2851450867958954,0.2208008815672733
mental_health,H+F,1,2,528,132,176,44,0.6973481316514445,0.2781984749382144,0.21218130110621924
mental_health,H+F,1,3,528,132,176,44,0.6517892384584659,0.27910243408367325,0.21671958470834582
mental_health,H+F,1,4,528,132,176,44,0.5972141245579541,0.3042220545021728,0.21899526981312054
mental_health,H+F,2,0,528,132,176,44,0.634867534548075,0.2894103253545702,0.21581125188026407
mental_health,H+F,2,1,528,132,176,44,0.5815477975592576,0.298128741297394,0.22971444079757214
mental_health,H+F,2,2,528,132,176,44,0.6534392633640774,0.28058510661098923,0.21631000506359538
mental_health,H+F,2,3,528,132,176,44,0.6906498335846514,0.2958929378372525,0.2208081932692565
mental_health,H+F,2,4,528,132,176,44,0.6957227186360863,0.2719798673676878,0.215024218402985
mental_health,H+F,3,0,528,132,176,44,0.645943664638408,0.26928590573172795,0.20260318571141261
mental_health,H+F,3,1,528,132,176,44,0.6786525861293354,0.27259001981783965,0.21349998686937496
mental_health,H+F,3,2,528,132,176,44,0.6858912832170458,0.28658794662627696,0.22042882270636852
mental_health,H+F,3,3,528,132,176,44,0.663251020686744,0.29881219690861666,0.2293453675592009
mental_health,H+F,3,4,528,132,176,44,0.5568465723593289,0.3153183839866614,0.23882702822066423
mental_health,H+F,4,0,528,132,176,44,0.5795452438830084,0.31500583132290727,0.22721496840857006
mental_health,H+F,4,1,528,132,176,44,0.6410714186213546,0.28680326800652767,0.2213544157262989
mental_health,H+F,4,2,528,132,176,44,0.7068474262036324,0.26596147966189737,0.21513406723005696
mental_health,H+F,4,3,528,132,176,44,0.6133522357270458,0.3185480302770649,0.24541051369633698
mental_health,H+F,4,4,528,132,176,44,0.710152745127643,0.2517640227828075,0.19244650885325584
mental_health,H+F,5,0,528,132,176,44,0.648661610684919,0.28852534187885276,0.2153530622511718
mental_health,H+F,5,1,528,132,176,44,0.5879084346911121,0.29364762930969984,0.22478192817737286
mental_health,H+F,5,2,528,132,176,44,0.6565481511332323,0.2994633623898152,0.22987878334971645
mental_health,H+F,5,3,528,132,176,44,0.682964856140517,0.28375291756586735,0.22182847015388016
mental_health,H+F,5,4,528,132,176,44,0.6679109326772616,0.274843277600125,0.21111906880853715
mental_health,H+F,6,0,528,132,176,44,0.4945769305177252,0.3389368108681629,0.2567864603191703
mental_health,H+F,6,1,528,132,176,44,0.7050799538220272,0.25524467134257317,0.19986646943980613
mental_health,H+F,6,2,528,132,176,44,0.7207777407209996,0.258715785119418,0.20306650973435872
mental_health,H+F,6,3,528,132,176,44,0.6376111937188801,0.28968684077635165,0.22725383987677142
mental_health,H+F,6,4,528,132,176,44,0.6717391508841922,0.29125867586527665,0.21468195492722528
mental_health,H+F,7,0,528,132,176,44,0.5751585591400061,0.3029131696195964,0.2343334803492329
mental_health,H+F,7,1,528,132,176,44,0.7437805692236661,0.26766139655552645,0.21723986748291474
mental_health,H+F,7,2,528,132,176,44,0.661571779980604,0.2750862150098598,0.21557143052791292
mental_health,H+F,7,3,528,132,176,44,0.6578507569630012,0.3028526345018091,0.22907047952088586
mental_health,H+F,7,4,528,132,176,44,0.5478834627564378,0.30155086564960476,0.21457803838898198
mental_health,H+F,8,0,528,132,176,44,0.6345951527411277,0.28056142572955434,0.21351465881858767
mental_health,H+F,8,1,528,132,176,44,0.7120749875397417,0.2530159013402343,0.20583186325768466
mental_health,H+F,8,2,528,132,176,44,0.6178439913918576,0.31007859042383396,0.22784451287574362
mental_health,H+F,8,3,528,132,176,44,0.7116796398123584,0.2788093209043307,0.21720545255760795
mental_health,H+F,8,4,528,132,176,44,0.5154791586401586,0.32531931227994687,0.24664043469919683
mental_health,H+F,9,0,528,132,176,44,0.7136966817580035,0.26704479917932317,0.2182820401353419
mental_health,H+F,9,1,528,132,176,44,0.5355990834012732,0.3219904105187106,0.23999471471551284
mental_health,H+F,9,2,528,132,176,44,0.6518259616646613,0.2854687157844839,0.21313234028487446
mental_health,H+F,9,3,528,132,176,44,0.6532602423609299,0.3083678837300818,0.23263882615905346
mental_health,H+F,9,4,528,132,176,44,0.691199703219495,0.25769546149371314,0.19964890696301493
mental_health,H+F,10,0,528,132,176,44,0.6857163704456808,0.2727383929006093,0.22181756732704125
mental_health,H+F,10,1,528,132,176,44,0.5732860154820841,0.2927562615808666,0.2148936589477784
mental_health,H+F,10,2,528,132,176,44,0.6078336928467025,0.29732956974088265,0.23691627594879922
mental_health,H+F,10,3,528,132,176,44,0.6477558370880991,0.2940241949238353,0.22433449539413486
mental_health,H+F,10,4,528,132,176,44,0.7076772371137683,0.28902036776048046,0.20757843126498857
mental_health,H+F,11,0,528,132,176,44,0.637236871635019,0.3165813072185597,0.24041352076897535
mental_health,H+F,11,1,528,132,176,44,0.6621132107066743,0.2656179050020464,0.19600349254275323
mental_health,H+F,11,2,528,132,176,44,0.6171442868452964,0.2988686212146641,0.2248991365065369
mental_health,H+F,11,3,528,132,176,44,0.6999284962402534,0.2605600164268009,0.208746284925667
mental_health,H+F,11,4,528,132,176,44,0.6489694830659762,0.29507256259840936,0.23081875889901762
mental_health,H+F,12,0,528,132,176,44,0.7347111154011259,0.25454344269905266,0.19640556060850115
mental_health,H+F,12,1,528,132,176,44,0.645703322904061,0.3109877735198018,0.2343263875030758
mental_health,H+F,12,2,528,132,176,44,0.6807215668594557,0.26865097105375346,0.1955472978703154
mental_health,H+F,12,3,528,132,176,44,0.5813008672054529,0.31002000767209725,0.2465307318120527
mental_health,H+F,12,4,528,132,176,44,0.5828572852908458,0.29752031064829304,0.2323158595538122
mental_health,H+F,13,0,528,132,176,44,0.7004914043816998,0.26449746639612753,0.20223613290156897
mental_health,H+F,13,1,528,132,176,44,0.570047922109532,0.3093587426640334,0.23594735405265327
mental_health,H+F,13,2,528,132,176,44,0.6448586314903539,0.2866773789155766,0.22861943927923184
mental_health,H+F,13,3,528,132,176,44,0.6485576380089582,0.3025111188508116,0.2350144287768299
mental_health,H+F,13,4,528,132,176,44,0.6914756533549704,0.2746152237969024,0.19861886080017296
mental_health,H+F,14,0,528,132,176,44,0.7477739866766655,0.2367981976980374,0.18411896413179307
mental_health,H+F,14,1,528,132,176,44,0.6261323172270294,0.3036941490827568,0.239807730419254
mental_health,H+F,14,2,528,132,176,44,0.5572630351877521,0.31515889833029925,0.23249468471360166
mental_health,H+F,14,3,528,132,176,44,0.5704566004997778,0.3228900021599562,0.24655275681711594
mental_health,H+F,14,4,528,132,176,44,0.7312506003844286,0.2585748945511661,0.20287180130156948
mental_health,H+F,15,0,528,132,176,44,0.6768450761889138,0.26310989629532905,0.2022257673719563
mental_health,H+F,15,1,528,132,176,44,0.6360309527908784,0.276718337110448,0.2137165312285548
mental_health,H+F,15,2,528,132,176,44,0.6287313731960884,0.2863794782598162,0.21862302804750702
mental_health,H+F,15,3,528,132,176,44,0.6948430785646955,0.30929512179800506,0.2404546252936388
mental_health,H+F,15,4,528,132,176,44,0.5923962769924689,0.301900290932864,0.2260807168177348
mental_health,H+F,16,0,528,132,176,44,0.6646330676326987,0.2731016241392052,0.2153635269651875
mental_health,H+F,16,1,528,132,176,44,0.7639029785825666,0.2623995068288628,0.20893937641148616
mental_health,H+F,16,2,528,132,176,44,0.6017954440469582,0.301283295916537,0.22302844432365299
mental_health,H+F,16,3,528,132,176,44,0.6342465901612296,0.2811136841181837,0.21297833312764355
mental_health,H+F,16,4,528,132,176,44,0.5664070618618187,0.3191044486846505,0.2398541548494011
mental_health,H+F,17,0,528,132,176,44,0.6587748395217652,0.3070394801924736,0.23864149161132847
mental_health,H+F,17,1,528,132,176,44,0.6466904230624915,0.2643713177536195,0.21373120946813084
mental_health,H+F,17,2,528,132,176,44,0.7248219485067917,0.2453528917958889,0.19640605530452634
mental_health,H+F,17,3,528,132,176,44,0.6544409655506226,0.2911553503979212,0.21781437047645433
mental_health,H+F,17,4,528,132,176,44,0.5621842360078384,0.33181503406130225,0.23686031852144315
mental_health,H+F,18,0,528,132,176,44,0.6495069170481595,0.3065231570329562,0.23500240715253085
mental_health,H+F,18,1,528,132,176,44,0.701434967805879,0.2565087025559373,0.21259407913867046
mental_health,H+F,18,2,528,132,176,44,0.6547242224332335,0.2753967315261823,0.21005363296288782
mental_health,H+F,18,3,528,132,176,44,0.6186161741578577,0.30118535118166073,0.22815025377543993
mental_health,H+F,18,4,528,132,176,44,0.6030684850157696,0.3054472816021322,0.2220128211384231
mental_health,H+F,19,0,528,132,176,44,0.5730089041142954,0.29835759246817933,0.2195787511391862
mental_health,H+F,19,1,528,132,176,44,0.7357698934933865,0.2565583172492823,0.20477709469490218
mental_health,H+F,19,2,528,132,176,44,0.7267175030773748,0.25819322087007374,0.2104980596671037
mental_health,H+F,19,3,528,132,176,44,0.6226556624371085,0.31316217190666207,0.234400971071013
mental_health,H+F,19,4,528,132,176,44,0.555330127788833,0.3168528979436932,0.23699694521659326
mental_health,H+E+D,0,0,528,132,176,44,0.091019746258166,0.4580301746964731,0.3886319244997175
mental_health,H+E+D,0,1,528,132,176,44,0.13036712755661395,0.43950189001323553,0.38304088217679266
mental_health,H+E+D,0,2,528,132,176,44,0.13776608916701727,0.45862055955069353,0.4017727685558574
mental_health,H+E+D,0,3,528,132,176,44,0.140313598235156,0.4651751947104247,0.3786646502399089
mental_health,H+E+D,0,4,528,132,176,44,0.0038742927766133306,0.4826970640017458,0.41790885234619574
mental_health,H+E+D,1,0,528,132,176,44,0.1383356291523702,0.4794229858711775,0.39267277681402185
mental_health,H+E+D,1,1,528,132,176,44,0.1381362792004014,0.43000119705388956,0.3766145508243853
mental_health,H+E+D,1,2,528,132,176,44,0.18531451313482217,0.4564340707671134,0.3950670552430953
mental_health,H+E+D,1,3,528,132,176,44,0.03238444287441289,0.46525810843310483,0.4027647865961326
mental_health,H+E+D,1,4,528,132,176,44,0.06556093465890822,0.4633712365559997,0.39471407252414115
mental_health,H+E+D,2,0,528,132,176,44,0.1564535444884284,0.43988919965759177,0.3652044566865649
mental_health,H+E+D,2,1,528,132,176,44,0.07868776875432282,0.44236864421189803,0.3788504518043573
mental_health,H+E+D,2,2,528,132,176,44,0.06748207259195449,0.4602603155781569,0.3911278286061038
mental_health,H+E+D,2,3,528,132,176,44,0.1339828645098473,0.49507690299598084,0.4202097218577318
mental_health,H+E+D,2,4,528,132,176,44,0.11828891605957126,0.46298310603057014,0.4082239210974249
mental_health,H+E+D,3,0,528,132,176,44,-0.016548436185909843,0.45629055232630605,0.3981762474761795
mental_health,H+E+D,3,1,528,132,176,44,0.10861451284399615,0.45399944935986125,0.39247348603018567
mental_health,H+E+D,3,2,528,132,176,44,0.20533170756283314,0.4558383594905069,0.37523397298150907
mental_health,H+E+D,3,3,528,132,176,44,0.14282076457973414,0.476739347248942,0.4128600612301241
mental_health,H+E+D,3,4,528,132,176,44,0.057403286950144516,0.4598701242052334,0.3921848211002564
mental_health,H+E+D,4,0,528,132,176,44,0.1508857912412528,0.44765352928829255,0.3863237822238312
mental_health,H+E+D,4,1,528,132,176,44,0.07660667675840638,0.4600165318206487,0.3891998412598638
mental_health,H+E+D,4,2,528,132,176,44,0.06485260514231184,0.4750200257518198,0.40740801651613096
mental_health,H+E+D,4,3,528,132,176,44,0.15883622540218034,0.46984807616299235,0.38683382014088413
mental_health,H+E+D,4,4,528,132,176,44,0.06542735396311372,0.45208032476389765,0.3933687290524268
mental_health,H+E+D,5,0,528,132,176,44,0.13867773178214204,0.4517560724624087,0.3904876938992288
mental_health,H+E+D,5,1,528,132,176,44,0.020370165742241708,0.4527522713599497,0.3688121326731286
mental_health,H+E+D,5,2,528,132,176,44,0.14722758988269014,0.4718754007516775,0.39680398817721174
mental_health,H+E+D,5,3,528,132,176,44,0.13502131716391563,0.4686939357255668,0.41642788546359927
mental_health,H+E+D,5,4,528,132,176,44,0.1046303882450178,0.4512934238246247,0.39071058914263684
mental_health,H+E+D,6,0,528,132,176,44,0.023120896017893022,0.4712068749758146,0.41141912782723716
mental_health,H+E+D,6,1,528,132,176,44,0.0886854023827841,0.44868205580495263,0.3845442927937558
mental_health,H+E+D,6,2,528,132,176,44,0.0795321105076362,0.4697342532142771,0.40708708038034863
mental_health,H+E+D,6,3,528,132,176,44,0.14255687108030302,0.445598830735831,0.3835504926262416
mental_health,H+E+D,6,4,528,132,176,44,0.1485463464640887,0.469083150316069,0.3830643037143283
mental_health,H+E+D,7,0,528,132,176,44,0.1942894769725526,0.41715191030149557,0.35178734850656557
mental_health,H+E+D,7,1,528,132,176,44,0.07495916068724517,0.5085810357706797,0.4372951281259306
mental_health,H+E+D,7,2,528,132,176,44,0.0655191389373998,0.4571100275534749,0.3842479473850932
mental_health,H+E+D,7,3,528,132,176,44,0.14288684027448695,0.4793388677862326,0.42568048553749743
mental_health,H+E+D,7,4,528,132,176,44,0.0946243273104207,0.4267266768124687,0.36272685376226094
mental_health,H+E+D,8,0,528,132,176,44,0.07819775985932764,0.4456148830328148,0.3741820088635877
mental_health,H+E+D,8,1,528,132,176,44,-0.0040157057483540815,0.47247449806905517,0.39577890751213524
mental_health,H+E+D,8,2,528,132,176,44,0.12324596508970609,0.46966729734230256,0.40505502292549544
mental_health,H+E+D,8,3,528,132,176,44,0.169401389387839,0.47322233359310506,0.39491483483187595
mental_health,H+E+D,8,4,528,132,176,44,0.07223115216554599,0.4501668463391549,0.40192176653773354
mental_health,H+E+D,9,0,528,132,176,44,0.13146115534692093,0.4651205809594879,0.398716917541292
mental_health,H+E+D,9,1,528,132,176,44,0.1446279371500696,0.43699245088498245,0.3744988454886971
mental_health,H+E+D,9,2,528,132,176,44,0.10824533926731472,0.4568598815959308,0.40537921191209664
mental_health,H+E+D,9,3,528,132,176,44,0.1493878844401092,0.4829843979479271,0.39509235652441516
mental_health,H+E+D,9,4,528,132,176,44,0.0692655138769972,0.4473843813057179,0.3839223361056971
mental_health,H+E+D,10,0,528,132,176,44,0.0681948533755915,0.4696214763792452,0.40731992069499673
mental_health,H+E+D,10,1,528,132,176,44,0.1293253538391872,0.41818235470775766,0.3528756240652121
mental_health,H+E+D,10,2,528,132,176,44,0.13774648014217872,0.4408800538078753,0.3798274735513861
mental_health,H+E+D,10,3,528,132,176,44,0.0524881677402077,0.4822291818687444,0.42416098368563965
mental_health,H+E+D,10,4,528,132,176,44,0.1757946162025945,0.4853051002051006,0.3988915206762104
mental_health,H+E+D,11,0,528,132,176,44,0.11749475265093445,0.49377869435217503,0.4221264088880888
mental_health,H+E+D,11,1,528,132,176,44,0.14712912903175102,0.422000904508875,0.3456229834691606
mental_health,H+E+D,11,2,528,132,176,44,0.08816868701028291,0.46123260983768655,0.39926600134704177
mental_health,H+E+D,11,3,528,132,176,44,0.059616382075762475,0.46126226050613006,0.4027264338278687
mental_health,H+E+D,11,4,528,132,176,44,0.16432134098857887,0.45527735276313014,0.393413166660594
mental_health,H+E+D,12,0,528,132,176,44,0.037281201421837884,0.4848999204325325,0.40789093927906317
mental_health,H+E+D,12,1,528,132,176,44,0.21575501625571203,0.46268524516450055,0.37546267512478887
mental_health,H+E+D,12,2,528,132,176,44,0.11704780172991669,0.44675787754234386,0.39732347948933305
mental_health,H+E+D,12,3,528,132,176,44,0.08309239084063524,0.4587768343989666,0.40776777199499875
mental_health,H+E+D,12,4,528,132,176,44,-0.007766329643402514,0.46243874009351155,0.3896154310498504
mental_health,H+E+D,13,0,528,132,176,44,0.1549870304701524,0.44427160651482667,0.3851203487970559
mental_health,H+E+D,13,1,528,132,176,44,0.057068498993334216,0.4581339118814594,0.3971530927207061
mental_health,H+E+D,13,2,528,132,176,44,0.048020803201356266,0.46936048302745226,0.4013350652930168
mental_health,H+E+D,13,3,528,132,176,44,0.1261738926363828,0.4770092439612213,0.395999297893176
mental_health,H+E+D,13,4,528,132,176,44,0.1554463529167156,0.45435311479382223,0.3892276616840008
mental_health,H+E+D,14,0,528,132,176,44,0.15495052361942718,0.4334355444530945,0.37812533128877696
mental_health,H+E+D,14,1,528,132,176,44,0.1778985271463811,0.4503396386159703,0.39353956417049524
mental_health,H+E+D,14,2,528,132,176,44,0.008825381533800192,0.47155436371721815,0.4033645098260409
mental_health,H+E+D,14,3,528,132,176,44,0.06488806794996049,0.47641219765535864,0.40504747905101746
mental_health,H+E+D,14,4,528,132,176,44,0.1278925492489782,0.465797982675141,0.38399256500258283
mental_health,H+E+D,15,0,528,132,176,44,-0.08196236643715915,0.4814352352396106,0.4090740933376899
mental_health,H+E+D,15,1,528,132,176,44,0.21738967676905907,0.4057686587637401,0.360249117175815
mental_health,H+E+D,15,2,528,132,176,44,0.07360529352337974,0.4523720875477409,0.38029215592861054
mental_health,H+E+D,15,3,528,132,176,44,0.14023226149989265,0.5191609641971792,0.4471199741786377
mental_health,H+E+D,15,4,528,132,176,44,0.13733227332289333,0.43920394860402656,0.3707695992356823
mental_health,H+E+D,16,0,528,132,176,44,0.10423274313973652,0.44633583399907556,0.39125891465731083
mental_health,H+E+D,16,1,528,132,176,44,0.1550801874672294,0.4963928386743621,0.4019024394407344
mental_health,H+E+D,16,2,528,132,176,44,0.1096083841911023,0.4505183370301014,0.391828925581225
mental_health,H+E+D,16,3,528,132,176,44,0.01571955059769492,0.461155321373903,0.3993918148603839
mental_health,H+E+D,16,4,528,132,176,44,0.15655326701064254,0.4450620754520535,0.38175582274283903
mental_health,H+E+D,17,0,528,132,176,44,0.13914593868542235,0.48768395252516106,0.4143325382854447
mental_health,H+E+D,17,1,528,132,176,44,-0.027795779377883134,0.45091018578997993,0.38536730944709496
mental_health,H+E+D,17,2,528,132,176,44,0.08014762528232622,0.4485835591912258,0.3816957895363347
mental_health,H+E+D,17,3,528,132,176,44,0.12810501866772506,0.46248296249651916,0.40207940493157157
mental_health,H+E+D,17,4,528,132,176,44,0.15847120057292574,0.460028622309009,0.3880530146883352
mental_health,H+E+D,18,0,528,132,176,44,0.047771769429452604,0.5052357701633979,0.4112197475895794
mental_health,H+E+D,18,1,528,132,176,44,0.005052955075343313,0.4682552078513944,0.40672581513290945
mental_health,H+E+D,18,2,528,132,176,44,0.14930821473296296,0.4322767176883316,0.3664584072453092
mental_health,H+E+D,18,3,528,132,176,44,0.12862255081712493,0.4552561987585948,0.399604303926652
mental_health,H+E+D,18,4,528,132,176,44,0.15181621779947585,0.4465020483937855,0.38926002206606647
mental_health,H+E+D,19,0,528,132,176,44,0.1466224116973317,0.42179196395398144,0.35595855253108705
mental_health,H+E+D,19,1,528,132,176,44,0.1273781720635826,0.46623834090065513,0.38996610434829543
mental_health,H+E+D,19,2,528,132,176,44,0.12237569126033854,0.4626933403802664,0.4034689400659412
mental_health,H+E+D,19,3,528,132,176,44,0.08229799994273079,0.48837251774568985,0.4317351309178424
mental_health,H+E+D,19,4,528,132,176,44,0.10316234684378645,0.4499826277449885,0.3785846613714775
mental_health,H+E+F,0,0,528,132,176,44,0.5690698262783116,0.31536995614798147,0.23364127061166656
mental_health,H+E+F,0,1,528,132,176,44,0.6441840264496304,0.2811289001437229,0.21413242000626703
mental_health,H+E+F,0,2,528,132,176,44,0.6663319038319511,0.28529772721868163,0.21833249544945332
mental_health,H+E+F,0,3,528,132,176,44,0.7143074105429108,0.26816124123183466,0.20498111733710492
mental_health,H+E+F,0,4,528,132,176,44,0.6588683818155006,0.2824740588525978,0.2332893806521608
mental_health,H+E+F,1,0,528,132,176,44,0.6892441521944015,0.28791178333944817,0.23127529661305482
mental_health,H+E+F,1,1,528,132,176,44,0.6311748416429022,0.28129410662737936,0.2192008544254379
mental_health,H+E+F,1,2,528,132,176,44,0.6924588589819377,0.2804365889029276,0.21460888025375985
mental_health,H+E+F,1,3,528,132,176,44,0.6634846948444467,0.27437525435770077,0.21674091322049283
mental_health,H+E+F,1,4,528,132,176,44,0.5873613610352639,0.30792044431796045,0.22259194270942959
mental_health,H+E+F,2,0,528,132,176,44,0.6362115386535014,0.2888771938228105,0.2166870198664855
mental_health,H+E+F,2,1,528,132,176,44,0.582791979151268,0.2976851990974336,0.23334207534023266
mental_health,H+E+F,2,2,528,132,176,44,0.6602843227519647,0.27780031294205837,0.21740912635329265
mental_health,H+E+F,2,3,528,132,176,44,0.697244026489564,0.29272228271619166,0.2209138257162606
mental_health,H+E+F,2,4,528,132,176,44,0.7062031665629112,0.26725482170556264,0.2116463256105822
mental_health,H+E+F,3,0,528,132,176,44,0.6372458563625116,0.27257349906741213,0.20578381659430753
mental_health,H+E+F,3,1,528,132,176,44,0.6921516797153153,0.26680314264378013,0.2133721407836169
mental_health,H+E+F,3,2,528,132,176,44,0.6733544321657983,0.2922512055805055,0.22706407368208037
mental_health,H+E+F,3,3,528,132,176,44,0.6777720202864137,0.2922986440468293,0.22535358924967244
mental_health,H+E+F,3,4,528,132,176,44,0.5640079000767401,0.3127602457863737,0.23881931006124948
mental_health,H+E+F,4,0,528,132,176,44,0.5764042882016753,0.3161802482811496,0.22903937766087334
mental_health,H+E+F,4,1,528,132,176,44,0.651735959939044,0.28251036828598725,0.22240163049630357
mental_health,H+E+F,4,2,528,132,176,44,0.7130429221070202,0.2631360525537604,0.21262018677695324
mental_health,H+E+F,4,3,528,132,176,44,0.6251403822819548,0.3136544845355375,0.24290267526851697
mental_health,H+E+F,4,4,528,132,176,44,0.7071619507177961,0.25305960516494613,0.19646458904442354
mental_health,H+E+F,5,0,528,132,176,44,0.6591809844947423,0.2841731688111954,0.21453711491208063
mental_health,H+E+F,5,1,528,132,176,44,0.5950421551441479,0.29109486509419646,0.2266901422540108
mental_health,H+E+F,5,2,528,132,176,44,0.6644909312229133,0.29598036339156025,0.22959859227775484
mental_health,H+E+F,5,3,528,132,176,44,0.6691710934119663,0.2898600460600176,0.22473708019151248
mental_health,H+E+F,5,4,528,132,176,44,0.6797997377487157,0.26987873847774224,0.20947881241048075
mental_health,H+E+F,6,0,528,132,176,44,0.5107404024549846,0.3334731601827915,0.25420610058488907
mental_health,H+E+F,6,1,528,132,176,44,0.7069589522852787,0.2544302629799149,0.2041463513976923
mental_health,H+E+F,6,2,528,132,176,44,0.7110102810188421,0.2632019516383149,0.20535617698667097
mental_health,H+E+F,6,3,528,132,176,44,0.6336783588587702,0.29125451629566534,0.22968121778651088
mental_health,H+E+F,6,4,528,132,176,44,0.6837125409714282,0.2858974702970987,0.21300672659391712
mental_health,H+E+F,7,0,528,132,176,44,0.5801971309276119,0.3011115538563274,0.23474053511619095
mental_health,H+E+F,7,1,528,132,176,44,0.7421000071563062,0.2685377672400215,0.21949537811254616
mental_health,H+E+F,7,2,528,132,176,44,0.6708911829197584,0.2712722075966514,0.21190089450979555
mental_health,H+E+F,7,3,528,132,176,44,0.6430683464407665,0.309325765341564,0.2367421786038878
mental_health,H+E+F,7,4,528,132,176,44,0.5681671049371946,0.2947088950198618,0.21170717555135926
mental_health,H+E+F,8,0,528,132,176,44,0.6242913886816025,0.2844895919753773,0.21415368105386862
mental_health,H+E+F,8,1,528,132,176,44,0.7238473694198461,0.24778939275036066,0.204635200865608
mental_health,H+E+F,8,2,528,132,176,44,0.6171853169135336,0.310345697205947,0.23355959190918288
mental_health,H+E+F,8,3,528,132,176,44,0.7263021235037076,0.27164727114488724,0.21363155764446712
mental_health,H+E+F,8,4,528,132,176,44,0.5182057716687766,0.3244026630499795,0.24714813305642402
mental_health,H+E+F,9,0,528,132,176,44,0.7052116479134756,0.27097304597855487,0.22423826731061763
mental_health,H+E+F,9,1,528,132,176,44,0.5510408440429949,0.3165919151967119,0.23991589748746733
mental_health,H+E+F,9,2,528,132,176,44,0.6625572089869537,0.28103499743554655,0.2104892246417034
mental_health,H+E+F,9,3,528,132,176,44,0.6540566290528669,0.3080135527848377,0.23316200406183757
mental_health,H+E+F,9,4,528,132,176,44,0.7012346820739106,0.25347375927457677,0.1973481405634026
mental_health,H+E+F,10,0,528,132,176,44,0.6874812563569723,0.271971522191884,0.22086600613636928
mental_health,H+E+F,10,1,528,132,176,44,0.561836352433024,0.29665790562357786,0.21636297112415062
mental_health,H+E+F,10,2,528,132,176,44,0.6243188708226874,0.2910131764579051,0.23429851475829946
mental_health,H+E+F,10,3,528,132,176,44,0.6634913140784355,0.2873818302061747,0.2223443579880689
mental_health,H+E+F,10,4,528,132,176,44,0.6848001405796518,0.30011668415430925,0.2225187365971309
mental_health,H+E+F,11,0,528,132,176,44,0.6336619110359039,0.3181374066861217,0.23965390624731864
mental_health,H+E+F,11,1,528,132,176,44,0.6742862191013617,0.2607893235802156,0.19774847689308597
mental_health,H+E+F,11,2,528,132,176,44,0.6028566645305571,0.3043942142821532,0.23128053222990594
mental_health,H+E+F,11,3,528,132,176,44,0.7087840007777222,0.25668648989382337,0.20855643349708441
mental_health,H+E+F,11,4,528,132,176,44,0.6639569098330551,0.28870471486090094,0.22707635361053874
mental_health,H+E+F,12,0,528,132,176,44,0.7366441312597468,0.2536143873916708,0.20047666905585454
mental_health,H+E+F,12,1,528,132,176,44,0.656956333459812,0.3060091963172068,0.23378505249391404
mental_health,H+E+F,12,2,528,132,176,44,0.6679255996804794,0.27398155200987784,0.20377795313508554
mental_health,H+E+F,12,3,528,132,176,44,0.591286428633462,0.30630086364999665,0.242421191935948
mental_health,H+E+F,12,4,528,132,176,44,0.5924929068934447,0.2940640088524126,0.22853299426086346
mental_health,H+E+F,13,0,528,132,176,44,0.7076831532343301,0.2613026376243567,0.2000582411323415
mental_health,H+E+F,13,1,528,132,176,44,0.5773360273073336,0.30672557073034395,0.23649204961590328
mental_health,H+E+F,13,2,528,132,176,44,0.6560378635746043,0.28212924848629994,0.22580239231733165
mental_health,H+E+F,13,3,528,132,176,44,0.6303838916700586,0.3102342427882416,0.2453533692120417
mental_health,H+E+F,13,4,528,132,176,44,0.7042589066498255,0.2688659008180972,0.1965038291263122
mental_health,H+E+F,14,0,528,132,176,44,0.7599148742401921,0.23102877862555019,0.1841262739896933
mental_health,H+E+F,14,1,528,132,176,44,0.6318389686964634,0.30136746902070516,0.23709560575852748
mental_health,H+E+F,14,2,528,132,176,44,0.5645045823132021,0.3125708521994408,0.23194656153764448
mental_health,H+E+F,14,3,528,132,176,44,0.5828496935480507,0.3181979346587612,0.24574729403825274
mental_health,H+E+F,14,4,528,132,176,44,0.7210261695211732,0.2634476553062597,0.2082303713012277
mental_health,H+E+F,15,0,528,132,176,44,0.6531248171080041,0.2725953287378449,0.21367317314206397
mental_health,H+E+F,15,1,528,132,176,44,0.6520889484522836,0.27054519530383686,0.21100345616165814
mental_health,H+E+F,15,2,528,132,176,44,0.645337089017438,0.2799017764650441,0.21603833185514754
mental_health,H+E+F,15,3,528,132,176,44,0.7029718641348653,0.30514780669859726,0.23896931297793825
mental_health,H+E+F,15,4,528,132,176,44,0.5872057481040165,0.3038164473519075,0.22573350551178825
mental_health,H+E+F,16,0,528,132,176,44,0.6539405179058244,0.27742113261151674,0.22167326587836642
mental_health,H+E+F,16,1,528,132,176,44,0.7688524801975051,0.25963448727725574,0.21015063583668897
mental_health,H+E+F,16,2,528,132,176,44,0.6173453439042353,0.29534215706898387,0.21977779986897672
mental_health,H+E+F,16,3,528,132,176,44,0.633431582865045,0.28142671225179644,0.21331585308846657
mental_health,H+E+F,16,4,528,132,176,44,0.580394472554203,0.3139152100057455,0.23774722751081115
mental_health,H+E+F,17,0,528,132,176,44,0.6590865833484147,0.30689919227481777,0.24307813974283465
